idx,upstream_label,upstream_confidence,canonical_binomial,event_time_utc,bioclip_top1,bioclip_top1_score,bioclip_topk_json,agreement_flag,cross_check_status,resolution_basis,matched_rank,taxonomic_distance,bioclip_top1_kingdom,bioclip_top1_class,bioclip_top1_order,bioclip_top1_family,bioclip_top1_genus,agreement_rationale,vlm_description
438,ColumbaPalumbus,0.95,Columba palumbus,2026-07-13T06:34:50+00:00,Atriplex reptans,0.1863260716199875,"[[""Atriplex reptans"", 0.1863260716199875], [""Chenopodium subglabrum"", 0.06266297399997711], [""Nostoc coeruleus"", 0.04069019481539726], [""Planktosphaeria gelatinosa"", 0.031860221177339554], [""Atriplex buchananii"", 0.030288372188806534]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Atriplex reptans' is a different taxon (non_animal)","The image appears to be a screenshot from a trail camera system. It shows an outdoor scene at night. In the foreground, there's a birdhouse with a bird perched on it. The time and date stamp on the screen shot indicates it was taken at 12:40 AM on February 6th.

The camera is facing towards the right side of the image, capturing the area where it's placed. It seems to be in a yard with grass and shrubbery visible. In the background, there are birds, possibly from the birdhouse, perched on various branches. The image also contains data overlays, such as temperature readings at 12:40 AM being 65 degrees Fahrenheit. There's also information about the camera's position and settings, including a model number ""Cambridge"" which may refer to the make of the trail camera system used in the image.

The setting appears to be a residential or suburban area with a backyard setting, given the presence of a birdhouse, shrubs, and the type of structures typically found in such locations. The image is taken from an elevated perspective, likely from the top of the pole supporting the camera."
439,ColumbaPalumbus,0.94,Columba palumbus,2026-07-13T06:35:22+00:00,Chenopodium bryoniifolium,0.09324797242879868,"[[""Chenopodium bryoniifolium"", 0.09324797242879868], [""Callitriche marginata"", 0.04059213772416115], [""Montia fontana"", 0.03806527704000473], [""Physarum psittosinum"", 0.03629755601286888], [""Disphyma crassifolium"", 0.034957386553287506]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Chenopodium bryoniifolium' is a different taxon (non_animal)","The image shows a backyard scene captured by a camera trap. There are several bird feeders and a bird bath placed on the ground. The yard has patches of grass and some concrete areas. On the right side of the photo, there appears to be a small bird perched on one of the feeders. A red item, possibly a flower pot or decorative object, is also visible in the foreground on the right. The timestamp at the top left indicates that this image was captured on February 20th at 3:16 AM local time. In the bottom right corner, there's an overlaid text that reads ""Garden Cardinal,"" which likely refers to the type of bird seen in the photo."
440,ColumbaPalumbus,0.85,Columba palumbus,2026-07-13T07:32:07+00:00,Corvus linnaeus,0.47759443521499634,"[[""Corvus linnaeus"", 0.47759443521499634], [""Anas discors linnaeus"", 0.0764307752251625], [""Tyrannus tyrannus"", 0.07031618058681488], [""Nyctanassa violacea"", 0.04701431468129158], [""Corvus monedula linnaeus"", 0.03288707882165909]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Passeriformes,Corvidae,Corvus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Corvus linnaeus' is a different taxon (same_class)","The image shows a camera trap photo with an overlaid grid that indicates coordinates, likely from a motion detection system used for wildlife monitoring. The setting appears to be outdoors, possibly in a field or grassy area. There are several objects of interest:

1. A bird feeder hanging from a tree or pole on the left side of the image.
2. A blackbird perched on top of the feeder.
3. Several other birds, including one near the bottom right corner and others scattered around the area.
4. A small object resembling a red jacket placed to the left of the image, which may be used as bait or for testing purposes.
5. A bird bath situated to the right of the feeder, with a few droplets of water visible on its surface.
6. A green lawn or field that covers most of the ground in the image.
7. An outdoor light fixture located to the top left corner.
8. A metal pole with the grid coordinates attached to it.
9. A clock mounted on a wall, partially visible at the bottom of the image, indicating the time as 12:06.

The photograph is taken from the perspective of the camera trap, which is positioned above the area being monitored. The image provides insight into the activity and presence of birds in this particular location."
441,ColumbaPalumbus,0.92,Columba palumbus,2026-07-13T19:53:24+00:00,Coscinodiscus wailesii,0.07675327360630035,"[[""Coscinodiscus wailesii"", 0.07675327360630035], [""Phyllostachys dulcis"", 0.0702032819390297], [""Toxicodendron succedaneum"", 0.06520777940750122], [""Podocarpus falcatus"", 0.04966152086853981], [""Macrolepiota excoriata"", 0.04645847901701927]]",disagree,evaluable,unresolved_prediction,none,non_animal,Chromista,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Coscinodiscus wailesii' is a different taxon (non_animal)","The image shows a bird feeder set up with several perches, each attached to a metal pole. There are no birds on the perches in the photo provided. The background is a grassy area with a fence and a chain link fence partially visible. A watermark is present at the bottom of the image, which seems to indicate that the photo was taken by a user named ""Columbia86."""
442,ColumbaPalumbus,0.95,Columba palumbus,2026-07-13T19:55:29+00:00,Coprosma talbrockiei,0.14982061088085175,"[[""Coprosma talbrockiei"", 0.14982061088085175], [""Macrolepiota excoriata"", 0.05782834440469742], [""Langermannia pachyderma"", 0.053613003343343735], [""Calvatia gigantea"", 0.03713338449597359], [""Calvatia excipuliformis"", 0.03449283540248871]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Gentianales,Rubiaceae,Coprosma,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Coprosma talbrockiei' is a different taxon (non_animal)","The image shows a wildlife camera-trap set up in an outdoor environment. A bird can be seen perched on a post in front of the camera, looking towards it. In the foreground, there's some vegetation and what appears to be a plate or bowl attached to the camera, possibly for baiting. The setting looks like a backyard or a garden with grass, and it seems to be either dawn or dusk given the lighting conditions in the photo. The timestamp in the image suggests that it was taken at 12:30 PM on a Monday. There's also a small birdhouse visible in the background."
443,ColumbaPalumbus,0.86,Columba palumbus,2026-07-13T19:56:01+00:00,Langermannia gigantea,0.07453295588493347,"[[""Langermannia gigantea"", 0.07453295588493347], [""Coprosma talbrockiei"", 0.050764571875333786], [""Phytophthora lateralis"", 0.04388650879263878], [""Calvatia gigantea"", 0.03516734391450882], [""Macrocybe gigantea"", 0.03210719674825668]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Agaricaceae,Langermannia,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Langermannia gigantea' is a different taxon (non_animal)","The image shows a bird feeder with a bird perched on it. The bird feeder is placed in a yard, and the surrounding grass appears dry. There are no other birds or animals visible. The setting seems to be an outdoor domestic environment during daylight hours."
444,ColumbaPalumbus,0.78,Columba palumbus,2026-07-13T19:57:05+00:00,Phyllostachys dulcis,0.10776349902153015,"[[""Phyllostachys dulcis"", 0.10776349902153015], [""Podocarpus falcatus"", 0.07108969241380692], [""Apus apus"", 0.066709004342556], [""Coscinodiscus wailesii"", 0.062102001160383224], [""Macrolepiota excoriata"", 0.05412646010518074]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Poales,Poaceae,Phyllostachys,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Phyllostachys dulcis' is a different taxon (non_animal)","The image shows a backyard scene with a green lawn in the foreground. A bird feeder with seeds scattered around it is prominent in the middle ground of the image. On top of the feeder, there is a label ""Cornabob 076"" indicating that this is a Cornabob bird species. The background features a wooden fence and a tree, suggesting a suburban setting. A camera trap is mounted on the lawn in front of the bird feeder, capturing this moment. There's no sign of any animal or human activity within the visible frame of the image."
445,ColumbaPalumbus,0.97,Columba palumbus,2026-07-13T19:58:08+00:00,Phytophthora lateralis,0.06762658804655075,"[[""Phytophthora lateralis"", 0.06762658804655075], [""Langermannia gigantea"", 0.058625925332307816], [""Hygrocybe psittacina"", 0.05679120868444443], [""Coprosma talbrockiei"", 0.056150663644075394], [""Pseudomonas syringae"", 0.04196588322520256]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Phycomycota,Peronosporales,Peronosporaceae,Phytophthora,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Phytophthora lateralis' is a different taxon (non_animal)","The image shows a backyard scene with a grassy area in the foreground. In the background, there are several objects: a bird feeder on a pole, a small statue or garden ornament, and a section of fencing that's partially obscured by plants. There are no animals visible in this shot, just an empty backyard scene."
446,ColumbaPalumbus,0.96,Columba palumbus,2026-07-13T19:58:41+00:00,Cortinarius austrocyanites,0.2648164927959442,"[[""Cortinarius austrocyanites"", 0.2648164927959442], [""Coturnix japonica"", 0.09414448589086533], [""Geopelia placida"", 0.03854760900139809], [""Poa imbecilla"", 0.03762579336762428], [""Boiga irregularis"", 0.031293705105781555]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cortinarius austrocyanites' is a different taxon (non_animal)","The image shows a backyard scene with a wildlife camera set up. There are bird feeders visible in the foreground, and a small black object appears to be near them, possibly a small animal or pet. In the background, there's a green lawn with some bare patches. A metal post is also noticeable in the background. The sky is overcast, suggesting it might be a cloudy day. There are no people or other large animals visible in this image."
447,ColumbaPalumbus,0.78,Columba palumbus,2026-07-13T20:03:18+00:00,Poa pratensis,0.0836620181798935,"[[""Poa pratensis"", 0.0836620181798935], [""Phytophthora lateralis"", 0.06930112093687057], [""Hygrocybe psittacina"", 0.06150205805897713], [""Coprosma talbrockiei"", 0.03905373811721802], [""Dermoloma magicum"", 0.026666084304451942]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image appears to be a still from a camera-trap setup, capturing wildlife activity. In the center of the frame, there's a small bird perched on a circular object, which might be a feeder or a piece of equipment related to the camera trap. The bird is facing away from the viewer, looking in the direction of the camera lens. To the left of the bird, there seems to be another object that could also be part of the trap setup.

The setting is outdoors with a grassy area in the foreground, and there's a fence visible in the background. The sky is overcast, suggesting it might be either early morning or late afternoon. The overall quality of the image suggests it was taken at night or in low light conditions, as indicated by the timestamp in the bottom left corner.

There is also some text within the image that indicates a timestamp (12:00 PM) and the name ""GardenCare"", which might refer to the person or entity responsible for setting up the camera trap or monitoring the footage. Additionally, there's a GPS-like map overlay on the image, showing a location with the coordinates ""latitude 69.72"" and ""longitude -130.80"".

The style of the image is typical of wildlife surveillance photography, designed to capture the presence and behavior of animals without disturbing them. The timestamp and overlaid map are likely included for documentation or identification purposes."
